SOLD DATE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,SQUARE FEET,LOT SIZE,YEAR BUILT,AGE,DAYS ON MARKET,LATITUDE,LONGITUDE
2/2/2021,1131 Clover St,Kalamazoo,MI,49008,118000,3,1,800,5662,1951,70,35,42.2548886,-85.5985069
2/12/2021,309 Oakhurst Ave,Kalamazoo,MI,49001,123000,2,1,797,7797,1920,101,25,42.2499863,-85.5861113
2/11/2021,1315 E Cork St,Kalamazoo,MI,49001,85000,4,2,1275,8712,1930,91,26,42.2597811,-85.5634212
2/12/2021,231 Garland St,Kalamazoo,MI,49001,180000,2,1.5,1451,6534,1933,88,25,42.2621658,-85.5859104
12/18/2020,1804 Miller Rd,Kalamazoo,MI,49001,90000,2,1,688,7405,1948,73,81,42.2665854,-85.5577334
2/17/2021,701 Royce Ave,Kalamazoo,MI,49001,190000,4,2.5,3112,23522,1947,74,20,42.2550231,-85.5721246
11/19/2020,732 Garland Ave,Kalamazoo,MI,49008,183200,4,2,1733,15246,1936,85,110,42.2626019,-85.5932641
12/8/2020,216 Hutchinson St,Kalamazoo,MI,49001,160000,4,1.5,1500,7841,1947,74,91,42.2568951,-85.5856273
9/18/2020,216 Whitcomb St,Kalamazoo,MI,49001,130000,2,1,1021,6534,1950,71,172,42.261606,-85.5853187
2/19/2021,1207 Reed Ave,Kalamazoo,MI,49001,85000,3,2,1584,4193,1910,111,18,42.2742567,-85.5652246
2/26/2021,3615 Laird Ave,Kalamazoo,MI,49008,160000,3,2,1897,7492,1939,82,11,42.2560147,-85.6171292
3/3/2021,1104 Miller Rd,Kalamazoo,MI,49001,147500,3,1,970,8102,1950,71,6,42.2667003,-85.5662756
3/3/2021,1322 Floral Dr,Kalamazoo,MI,49008,275000,3,2,2543,20909,1951,70,6,42.2498567,-85.6012796
3/5/2021,3209 Kenilworth Ave,Kalamazoo,MI,49001,150000,5,2,960,8712,1950,71,4,42.2593625,-85.5715015
11/13/2020,1019 Reed Ave,Kalamazoo,MI,49001,103000,4,1.5,1737,4224,1913,108,116,42.2742662,-85.5675765
2/19/2021,2031 Dixie Pl,Kalamazoo,MI,49001,59,3,2,912,4095,1930,91,18,42.2704973,-85.5836599
1/11/2021,3010 Broadway Ave,Kalamazoo,MI,49008,177000,3,1.5,1742,12632,1946,75,57,42.2616088,-85.6215843
12/17/2020,2113 Banbury Rd,Kalamazoo,MI,49001,148500,4,2,2128,7928,1949,72,82,42.2511157,-85.552861
11/13/2020,3332 Old Colony Rd,Kalamazoo,MI,49008,210100,3,1.5,2100,16335,1954,67,116,42.2580537,-85.6004761
2/26/2021,2415 Law Ave,Kalamazoo,MI,49008,340000,3,3.5,2800,10890,1948,73,11,42.2662871,-85.5929243
9/22/2020,1221 Lakeway Ave,Kalamazoo,MI,49001,195000,3,2,1860,10890,1942,79,168,42.2532149,-85.5652237
12/2/2020,4017 Sunvalley Dr,Kalamazoo,MI,49008,339900,4,2.5,2472,18870,1965,56,97,42.250534,-85.622071
12/4/2020,2327 Lorraine Ave,Kalamazoo,MI,49008,419000,4,3,2444,25613,1959,62,95,42.2627546,-85.6189241
1/28/2021,2132 Amherst Ave,Kalamazoo,MI,49008,115900,2,1,955,7800,1927,94,40,42.2578315,-85.6152788
1/13/2021,3640 Adams St,Kalamazoo,MI,49008,127000,2,1,816,6440,1925,96,55,42.2560618,-85.6223072
9/24/2020,608 Pioneer St,Kalamazoo,MI,49008,92000,3,1,975,5009,1896,125,166,42.2771824,-85.5912441
9/24/2020,2106 Stetson Ct,Kalamazoo,MI,49001,105000,4,1,1445,4500,1925,96,166,42.2700283,-85.583459
9/11/2020,120 Millview Ave,Kalamazoo,MI,49001,129000,3,1.5,1095,5271,1904,117,179,42.2682155,-85.5822935
9/16/2020,2719 Bronson Blvd,Kalamazoo,MI,49008,3.00E+05,4,2.5,2085,11326,1940,81,174,42.2637705,-85.5954899
9/25/2020,3419 Old Colony Rd,Kalamazoo,MI,49008,243000,4,3,2756,22044,1948,73,165,42.2570173,-85.6000978
9/18/2020,2138 Frederick Ave,Kalamazoo,MI,49008,225000,3,2.5,2421,17163,1957,64,172,42.2697781,-85.6211024
9/17/2020,2717 Broadway Ave,Kalamazoo,MI,49008,320000,5,2.5,2920,12197,1960,61,173,42.2639296,-85.6189337
10/5/2020,312 Fairview Ave,Kalamazoo,MI,49001,147500,2,1.5,1200,6534,1930,91,155,42.2634084,-85.586143
9/25/2020,835 Lay Blvd,Kalamazoo,MI,49001,92500,3,1,1304,4792,1911,110,165,42.2733933,-85.5700342
9/11/2020,1110 Cambridge Dr,Kalamazoo,MI,49001,205000,3,2.5,2175,8015,1928,93,179,42.2629757,-85.5660143
10/6/2020,3648 Lovers Ln,Kalamazoo,MI,49001,116000,2,1.5,838,9860,1925,96,154,42.2553497,-85.5698793
9/30/2020,2703 S Rose St,Kalamazoo,MI,49001,120000,2,2,1576,13983,1940,81,160,42.2639938,-85.5844637
11/3/2020,540 Pleasant Ave,Kalamazoo,MI,49008,121000,2,1,960,6534,1952,69,126,42.2498064,-85.5910878
10/23/2020,1326 Lakeway Ave,Kalamazoo,MI,49001,205000,3,2,1904,26092,1942,79,137,42.2527668,-85.5635754
10/1/2020,515 Clinton Ave,Kalamazoo,MI,49001,130000,4,1.5,1954,7405,1911,110,159,42.2756942,-85.5738932
10/23/2020,2221 Portage St,Kalamazoo,MI,49001,130000,4,1,1330,12371,1922,99,137,42.2685084,-85.5703148
10/29/2020,115 Fairview Ave,Kalamazoo,MI,49001,207500,4,2.5,2165,9779,1942,79,131,42.2634816,-85.5831375
11/10/2020,2922 Duke St,Kalamazoo,MI,49008,245000,3,2.5,1497,7841,1941,80,119,42.2617743,-85.5947296
10/21/2020,1517 Fair St,Kalamazoo,MI,49001,85000,2,1,826,2483,1917,104,139,42.2759166,-85.5722578
10/21/2020,1619 Miller Rd,Kalamazoo,MI,49001,154900,4,3,2812,26005,2001,20,139,42.2670771,-85.5594585
10/2/2020,738 Whitcomb St,Kalamazoo,MI,49008,215000,4,2,1990,11195,1939,82,158,42.2613976,-85.593702
10/13/2020,1016 Parker Ave,Kalamazoo,MI,49008,188000,4,1.5,2064,9148,1951,70,147,42.2544612,-85.5975231
11/2/2020,1803 Lakeway Ave,Kalamazoo,MI,49001,220000,3,1.5,2252,12000,1931,90,127,42.2531526,-85.5581344
11/10/2020,1826 Dorchester Ave,Kalamazoo,MI,49001,180000,3,2,1553,12330,1952,69,119,42.2488676,-85.5570888
10/5/2020,2332 S Rose St,Kalamazoo,MI,49001,215000,3,1.5,1880,7700,1937,84,155,42.2675133,-85.5850263
10/22/2020,601 Edgemoor Ave,Kalamazoo,MI,49008,220000,3,1.5,2016,6534,1942,79,138,42.2649828,-85.5908284
11/10/2020,218 Fairview Ave,Kalamazoo,MI,49001,142000,2,1,1136,6534,1928,93,119,42.2633989,-85.5849893
10/5/2020,2121 Adelaide St,Kalamazoo,MI,49001,27750,2,1,780,6307,1901,120,155,42.2697901,-85.5740239
10/7/2020,4105 Standish St,Kalamazoo,MI,49008,145000,3,2,1480,9235,1962,59,153,42.2500419,-85.5973179
9/10/2020,27 Inkster Ave,Kalamazoo,MI,49001,165000,3,3.5,1896,8712,1907,114,180,42.2666608,-85.5808466
11/9/2020,1339 Howard St,Kalamazoo,MI,49008,145000,3,1.5,1170,8712,1926,95,120,42.2740212,-85.6033888
11/10/2020,1405 Hillcrest Ave,Kalamazoo,MI,49008,234900,3,1.5,1676,5662,1915,106,119,42.2730662,-85.6039425
10/9/2020,1333 W Maple St,Kalamazoo,MI,49008,171000,2,1,1558,5793,1930,91,151,42.272288,-85.6032806
10/16/2020,2607 Ferdon Rd,Kalamazoo,MI,49008,211000,3,1.5,1480,11250,1975,46,144,42.2651374,-85.6233915
11/4/2020,2235 Tipperary Rd,Kalamazoo,MI,49008,347000,4,2.5,2709,6534,1927,94,125,42.2694278,-85.6112745
11/3/2020,2202 Oakland Dr,Kalamazoo,MI,49008,235000,3,1.5,2216,7754,1926,95,126,42.2692357,-85.6093449
10/14/2020,2429 Edgewood Dr,Kalamazoo,MI,49008,85000,3,1,732,21518,1932,89,146,42.2513959,-85.6199426
11/3/2020,2318 Frederick Ave,Kalamazoo,MI,49008,196500,3,2.5,1585,8712,1948,73,126,42.2677254,-85.6217048
9/15/2020,1310 Vassar Dr,Kalamazoo,MI,49001,190000,4,2,1909,8102,1930,91,175,42.2621528,-85.5639344
10/23/2020,1514 Lane Blvd,Kalamazoo,MI,49001,107000,4,1.5,1224,3964,1919,102,137,42.2720833,-85.5609888
10/9/2020,536 Homecrest Ave,Kalamazoo,MI,49001,190000,3,1.5,1584,36111,1973,48,151,42.2651229,-85.573553
10/7/2020,820 Fulton St,Kalamazoo,MI,49001,150000,3,1.5,1462,9496,1954,67,153,42.2689749,-85.5707881
2/8/2021,3208 Tamsin Ave,Kalamazoo,MI,49008,187900,3,1,1356,14375,1964,57,29,42.261378,-85.6292
12/7/2020,2427 Kensington Dr,Kalamazoo,MI,49008,260000,3,2,2004,9060,1942,79,92,42.2613677,-85.6192951
10/14/2020,3407 Madison St,Kalamazoo,MI,49008,153500,3,1,1086,12197,1930,91,146,42.2583323,-85.6230913
10/8/2020,2822 Wellington Rd,Kalamazoo,MI,49008,130900,2,1,1580,14375,1950,71,152,42.2623392,-85.6253692
12/11/2020,2131 Amherst,Kalamazoo,MI,49008,69000,3,1,1000,9148,1915,106,88,42.2575142,-85.6152938
1/8/2021,3608 Barnard Ave,Kalamazoo,MI,49008,158000,4,1.5,1400,6970,1907,114,60,42.2563374,-85.6204598
12/18/2020,2126 Edgewood Dr,Kalamazoo,MI,49008,129000,3,1,980,17424,1915,106,81,42.2520073,-85.61511
1/22/2021,3715 Madison St,Kalamazoo,MI,49008,130000,3,1,1353,8712,1941,80,46,42.2549759,-85.6230702
1/19/2021,2221 Stevens Ave,Kalamazoo,MI,49008,137000,3,1,1600,9583,1947,74,49,42.2529162,-85.6164436
10/23/2020,220 Evelyn Ave,Kalamazoo,MI,49001,150000,3,2,1972,7623,1946,75,137,42.2495371,-85.5854282
10/30/2020,1821 Winchell Ave,Kalamazoo,MI,49008,187000,2,1.5,1758,10019,1952,69,130,42.2668165,-85.610981
11/19/2020,130 Leona Ave Ave,Kalamazoo,MI,49001,146000,5,2,1731,8712,1947,74,110,42.2541989,-85.5786763
9/25/2020,418 Hutchinson St,Kalamazoo,MI,49001,75000,1,1,576,14374,1942,79,165,42.2571008,-85.5878243
1/27/2021,2414 S Westnedge Ave,Kalamazoo,MI,49008,253000,5,2.5,3108,17424,1917,104,41,42.2664147,-85.589949
12/16/2020,2133 Waite Ave,Kalamazoo,MI,49008,344300,3,2.5,2669,13504,1929,92,83,42.270581,-85.609643
12/1/2020,136 Imperial St,Kalamazoo,MI,49001,106000,3,1,1280,19166,1927,94,98,42.2610182,-85.5830571
11/13/2020,1581 Spruce Dr,Kalamazoo,MI,49008,155000,4,2.5,1300,7405,1922,99,116,42.2712125,-85.6082134
12/23/2020,114 W Alcott St,Kalamazoo,MI,49001,75000,1,1,929,4792,1940,81,76,42.2702095,-85.5821729
12/4/2020,439 Montrose Ave,Kalamazoo,MI,49001,150000,2,2,1594,6600,1929,92,95,42.2639852,-85.5887435
12/21/2020,2256 Benjamin Ave,Kalamazoo,MI,49008,295000,3,2,2646,6621,1928,93,78,42.269374,-85.6099474
11/13/2020,1423 Haven Way,Kalamazoo,MI,49009,429900,4,2.5,2416,28750,2020,1,116,42.2580537,-85.6004761
1/11/2021,1832 S Burdick,Kalamazoo,MI,49001,70000,5,2,1718,3920,1914,107,57,42.2731215,-85.5831877
10/23/2020,2517 Bronson Blvd,Kalamazoo,MI,49008,460000,3,2.5,3104,34848,1925,96,137,42.2656856,-85.5942683
10/13/2020,602 Whites Rd,Kalamazoo,MI,49008,110900,2,1,768,6621,1950,71,147,42.2606242,-85.5910641
12/18/2020,1415 White Oak Dr,Kalamazoo,MI,49008,659000,4,3.5,4400,78539,1984,37,81,42.2490912,-85.6030555
10/30/2020,327 W Cork St,Kalamazoo,MI,49001,135000,3,1,1356,5687,1922,99,130,42.2594974,-85.586979
10/24/2020,214 Buchanan Ave,Kalamazoo,MI,49001,116000,2,1,720,6752,1951,70,136,42.2530313,-85.5853076
11/16/2020,2503 Outlook St,Kalamazoo,MI,49001,241000,3,2.5,1938,5940,1928,93,113,42.2657707,-85.583438
12/22/2020,3703 Bronson Blvd,Kalamazoo,MI,49008,389000,3,3.5,4612,25265,1960,61,77,42.2545444,-85.6011993
11/12/2020,128 Buchanan Ave,Kalamazoo,MI,49001,110000,2,1,760,12240,1953,68,117,42.2532893,-85.5832681
10/27/2020,159 Millview Ave,Kalamazoo,MI,49001,210000,3,1.5,1680,8102,1928,93,133,42.2678944,-85.5839412
12/17/2020,2318 S Westnedge Ave,Kalamazoo,MI,49008,213500,4,2,2190,6600,1915,106,82,42.2680491,-85.5899691
2/12/2021,1242 Whites Rd,Kalamazoo,MI,49008,274000,4,4,2934,23522,1880,141,25,42.260837,-85.6008779
10/28/2020,2518 Outlook St,Kalamazoo,MI,49001,239900,4,1.5,2258,5924,1928,93,132,42.2658036,-85.5838338
11/23/2020,521 Hutchinson St,Kalamazoo,MI,49008,125000,2,1,832,13068,1958,63,106,42.2568828,-85.5904915
12/16/2020,417 Evelyn Ave,Kalamazoo,MI,49001,165000,4,2,2115,17250,1952,69,83,42.2490929,-85.5878795
12/30/2020,2507 Oakland Dr,Kalamazoo,MI,49008,290000,4,2,2229,16379,1937,84,69,42.2655435,-85.6098563
2/12/2021,1830 Vanzee St,Kalamazoo,MI,49001,57000,4,1.5,1412,2570,1906,115,25,42.2731931,-85.5800037
10/23/2020,110 Reed Ave,Kalamazoo,MI,49001,22000,2,1,1088,2838,1902,119,137,42.2739868,-85.5824542
12/7/2020,1515 Howard St,Kalamazoo,MI,49008,215000,4,3.5,2852,21736,1907,114,92,42.2741028,-85.6054053
1/4/2021,2121 Benjamin Ave,Kalamazoo,MI,49008,384000,4,3,2513,13000,1953,68,64,42.27142,-85.611024
12/9/2020,2513 Waite Ave,Kalamazoo,MI,49008,240000,4,2.5,2328,12632,1952,69,90,42.265507,-85.611523
9/18/2020,1812 Buena Vista St,Kalamazoo,MI,49001,160000,3,1,1537,11151,1949,72,172,42.2676834,-85.5575311
9/18/2020,1823 Miller Rd,Kalamazoo,MI,49001,175000,4,2,1782,12632,1950,71,172,42.2670482,-85.5570084
9/23/2020,2820 Lowell St,Kalamazoo,MI,49001,135000,2,1.5,1128,5663,1940,81,167,42.2625887,-85.5572396
9/23/2020,2934 Lorraine Ave,Kalamazoo,MI,49008,142000,3,2,1170,7492,1949,72,167,42.2631498,-85.6277284
9/10/2020,2213 Springmont Ave,Kalamazoo,MI,49008,145000,3,2,1490,8756,1924,97,180,42.2551078,-85.6164436
9/10/2020,2233 Edgewood Dr,Kalamazoo,MI,49008,120000,2,2,1422,9017,1927,94,180,42.2517333,-85.6170205
9/18/2020,1415 Kingston Ave,Kalamazoo,MI,49001,175000,3,1.5,1584,7920,1947,74,172,42.2574493,-85.5621565
9/24/2020,1228 Homecrest Ave,Kalamazoo,MI,49001,130000,2,1,1868,8276,1928,93,166,42.2647784,-85.5642142
9/11/2020,1704 Royce Ave,Kalamazoo,MI,49001,175000,3,1.5,1814,10890,1947,74,179,42.255109,-85.559173
9/14/2020,426 Buchanan Ave,Kalamazoo,MI,49001,142500,3,2,1609,13504,1942,79,176,42.2530754,-85.5882262
10/5/2020,714 Lane Blvd,Kalamazoo,MI,49001,9900,3,2,1195,3960,1911,110,155,42.2720701,-85.571602
9/25/2020,325 Whitcomb St,Kalamazoo,MI,49001,141000,3,1.5,1676,5314,1923,98,165,42.2612834,-85.5869553
10/30/2020,2731 Carlyle Dr,Kalamazoo,MI,49008,360000,5,2.5,2545,10890,1963,58,130,42.2635515,-85.6175882
9/22/2020,2505 Applelane Ave,Kalamazoo,MI,49008,215000,3,1.5,1410,9148,1955,66,168,42.2634496,-85.6204598
11/3/2020,3411 Pine Grove Ln,Kalamazoo,MI,49008,305000,5,3.5,3558,25700,1962,59,126,42.268924,-85.6314828
12/2/2020,2230 Paddington Rd,Kalamazoo,MI,49001,190000,3,2,1298,11892,1949,72,97,42.2515808,-85.5506953
1/22/2021,2132 Dorchester Ave,Kalamazoo,MI,49001,188000,3,2,1246,7928,1954,67,46,42.2489594,-85.5525824
11/4/2020,1016 Lakeway Ave,Kalamazoo,MI,49001,190000,3,1.5,2815,19602,1942,79,125,42.2527504,-85.5680243
11/30/2020,3117 Cameron St,Kalamazoo,MI,49001,138500,3,2,1727,6011,1953,68,99,42.2600504,-85.5599435
12/4/2020,710 Norton Dr,Kalamazoo,MI,49001,210000,3,1.5,1616,10890,1931,90,95,42.2643471,-85.5712769
11/17/2020,1621 Royce Ave,Kalamazoo,MI,49001,138000,2,1,1310,10802,1929,92,112,42.255579,-85.559563
12/8/2020,906 Sunnock Ave,Kalamazoo,MI,49001,185000,4,2,1974,7048,1950,71,91,42.256765,-85.5698405
12/7/2020,1410 Kingston Ave,Kalamazoo,MI,49001,178000,3,1,1283,7841,1935,86,92,42.2571057,-85.562354
12/29/2020,1412 Winton Ave,Kalamazoo,MI,49001,166500,3,2,1618,13000,1934,87,70,42.2562199,-85.5623857
1/8/2021,1104 Homecrest Ave,Kalamazoo,MI,49001,205000,4,1.5,1493,8102,1931,90,60,42.2647591,-85.5664286
12/29/2020,1706 Roseland Ave,Kalamazoo,MI,49001,140000,2,1,1565,7275,1950,71,70,42.2656975,-85.5588579
9/25/2020,3118 Konkle St,Kalamazoo,MI,49001,147000,3,1,1498,8233,1952,69,165,42.2602569,-85.5538519
12/30/2020,1504 Howland Ave,Kalamazoo,MI,49001,42500,2,1,680,14854,1926,95,69,42.258493,-85.5612769
12/28/2020,1609 Kingston Ave,Kalamazoo,MI,49001,180000,3,1.5,1615,7841,1945,76,71,42.2574233,-85.5605311
1/26/2021,1228 Royce Ave,Kalamazoo,MI,49001,196000,3,1.5,1514,10890,1941,80,42,42.2551331,-85.5650092
12/22/2020,1804 Banbury Rd,Kalamazoo,MI,49001,152900,2,1.5,1083,11892,1952,69,77,42.2507273,-85.5578931
1/21/2021,1816 Bloomfield Ave,Kalamazoo,MI,49001,166000,2,1.5,1460,10019,1955,66,47,42.2479219,-85.5574909
12/18/2020,1231 Howland Ave,Kalamazoo,MI,49001,68310,2,1.5,912,6621,1939,82,81,42.2587857,-85.5649595
12/15/2020,928 Royce Ave,Kalamazoo,MI,49001,230000,3,2.5,1692,7620,1941,80,84,42.2548022,-85.5695369
11/20/2020,1808 Golfview Ave,Kalamazoo,MI,49001,185000,3,2,1733,7928,1953,68,109,42.2498283,-85.5578052
12/18/2020,3316 St. Joseph St,Kalamazoo,MI,49001,137500,3,2,1798,13068,1924,97,81,42.2583811,-85.5712874
12/21/2020,1907 Banbury Rd,Kalamazoo,MI,49001,201500,4,2,2268,11761,1951,70,78,42.251134,-85.556263
12/4/2020,1014 E Kilgore Rd,Portage,MI,49002,190000,3,1.5,1848,18731,1959,62,95,42.2447943,-85.5681047
10/29/2020,1116 Homecrest Ave,Kalamazoo,MI,49001,190900,3,1.5,1642,8102,1929,92,131,42.2648208,-85.5660143
12/23/2020,1110 Hays Park Ave,Kalamazoo,MI,49001,21000,4,1,1446,3964,1906,115,76,42.274698,-85.5660937
10/8/2020,1527 Kingston Ave,Kalamazoo,MI,49001,154000,2,1,950,7841,1952,69,152,42.2574981,-85.5605466
12/28/2020,2938 Burke St,Kalamazoo,MI,49001,112000,2,1,733,25265,1930,91,71,42.2612612,-85.5703961
11/6/2020,727 Sunnock Ave,Kalamazoo,MI,49001,115000,3,1,1139,9017,1950,71,123,42.2569617,-85.5717775
1/19/2021,825 Barber Ave,Kalamazoo,MI,49001,131950,3,1,1237,11326,1917,104,49,42.255732,-85.5701572
9/15/2020,1125 Clover St,Kalamazoo,MI,49008,116000,3,1,1060,5793,1951,70,175,42.2548688,-85.5991302
10/5/2020,522 Terrace Ct,Kalamazoo,MI,49001,16750,3,2,1282,6098,1911,110,155,42.2746617,-85.5744386
10/7/2020,3539 Lowden St,Kalamazoo,MI,49008,38250,0,NA,753,12589,1931,90,153,42.2565979,-85.6252789
11/13/2020,159 Ridgewood St,Kalamazoo,MI,49001,157000,3,1,1595,6534,1947,74,116,42.2627127,-85.5840334
1/14/2021,1028 Clover St,Kalamazoo,MI,49008,108000,3,2,1236,13100,1947,74,54,42.2552163,-85.5971615
2/3/2021,2323 Portage St,Kalamazoo,MI,49001,135000,5,1,1755,13939,1915,106,34,42.2675613,-85.5701171
2/8/2021,2505 S Rose St,Kalamazoo,MI,49001,238000,5,2.5,2095,5662,1936,85,29,42.2657732,-85.5845451
2/5/2021,3237 Old Colony Rd,Kalamazoo,MI,49008,305000,3,1.5,2160,21780,1939,82,32,42.2587026,-85.5998534
11/13/2020,1215 Vassar Dr,Kalamazoo,MI,49001,155000,3,1,1194,8276,1934,87,116,42.2624454,-85.5652047
12/22/2020,2804 Bronson Blvd,Kalamazoo,MI,49008,411000,3,3,3523,13504,1954,67,77,42.263804,-85.598152
12/3/2020,2508 S Westnedge Ave,Kalamazoo,MI,49008,272500,4,2.5,2757,8712,1923,98,96,42.265666,-85.5899691
11/20/2020,3405 Portage St,Kalamazoo,MI,49001,153900,3,2,1536,12632,1935,86,109,42.2576794,-85.5642454
3/4/2021,308 Fairfax Ave,Kalamazoo,MI,49001,105000,3,1,859,6534,1934,87,5,42.2607558,-85.5862319
9/23/2020,1914 Dorchester Ave,Kalamazoo,MI,49001,195000,3,1.5,1790,12415,1952,69,167,42.2488933,-85.5560601
1/5/2021,1605 Sherdian Dr,Kalamazoo,MI,49001,158000,2,2,2544,4792,2013,8,63,42.2615034,-85.5599756
11/25/2020,2322 Glenwood Dr,Kalamazoo,MI,49008,4.00E+05,4,3.5,3499,8712,1917,104,104,42.2676398,-85.5910805
2/18/2021,716 Pioneer St,Kalamazoo,MI,49008,90000,3,1.5,2220,5793,1905,116,19,42.2771421,-85.5925591
12/11/2020,1015 Hays Park Ave,Kalamazoo,MI,49001,70000,2,1.5,1048,3920,1910,111,88,42.2749278,-85.5676182
10/5/2020,901 Reed Ave,Kalamazoo,MI,49001,34250,4,2,1391,7609,1901,120,155,42.2743091,-85.5688685
11/24/2020,1219 W Maple St,Kalamazoo,MI,49008,172000,3,1.5,1865,8712,1925,96,105,42.2722056,-85.601139
12/30/2020,2020 Saxonia Ln,Kalamazoo,MI,49008,575000,3,3.5,3924,33541,1962,59,69,42.2703997,-85.6052548
11/17/2020,2427 Broadway Ave,Kalamazoo,MI,49008,235000,3,2,1810,13286,1958,63,112,42.2662053,-85.6186325
12/14/2020,1916 Banbury Rd,Kalamazoo,MI,49001,161000,3,1.5,2040,11892,1949,72,85,42.250785,-85.5564312
11/18/2020,3525 Tamsin Ave,Kalamazoo,MI,49008,215000,3,1.5,1675,1568,1973,48,111,42.260473,-85.6321453
11/2/2020,1516 E Cork St,Kalamazoo,MI,49001,126500,2,1.5,1640,6534,1927,94,127,42.2594123,-85.5611025
10/28/2020,1628 Royce Ave,Kalamazoo,MI,49001,180000,3,1.5,1864,10803,1946,75,132,42.2551536,-85.5595679
2/10/2021,2428 S Burdick St,Kalamazoo,MI,49001,35500,0,NA,1428,8712,1916,105,27,42.2661504,-85.5800323
12/1/2020,3625 Lovers Ln,Kalamazoo,MI,49001,176000,3,2,1868,9148,1949,72,98,42.2555343,-85.5691801
12/3/2020,2104 Royce Ave,Kalamazoo,MI,49001,145000,3,1,918,10800,1938,83,96,42.255123,-85.553363
2/19/2021,1504 Winton Ave,Kalamazoo,MI,49001,135000,2,1,816,7841,1950,71,18,42.2562114,-85.5613883
10/8/2020,1321 Winton Ave,Kalamazoo,MI,49001,180000,3,2.5,1650,7841,1939,82,152,42.2565839,-85.5627579
12/28/2020,516 Reed Ave,Kalamazoo,MI,49001,85000,3,1.5,1200,5663,1925,96,71,42.273937,-85.5740201
3/5/2021,811 Foley St,Kalamazoo,MI,49001,95000,1,1,901,566,1949,72,4,42.2580289,-85.5706815
10/23/2020,1848 Vanzee St,Kalamazoo,MI,49001,67300,3,1,1464,11326,1922,99,137,42.272636,-85.5800438
1/11/2021,2209 Paddington Rd,Kalamazoo,MI,49001,187500,3,2,1781,11892,1950,71,57,42.2520222,-85.5516325
1/22/2021,1407 Lane Blvd,Kalamazoo,MI,49001,1.00E+05,3,1,1186,3920,1912,109,46,42.2724271,-85.5628454
2/12/2021,1322 Kingston Ave,Kalamazoo,MI,49001,175000,3,1,1548,6534,1933,88,25,42.2570229,-85.5633017
1/14/2021,1604 Kingston Ave,Kalamazoo,MI,49001,175000,3,1.5,1242,7841,1946,75,54,42.2571492,-85.5605818
3/5/2021,1007 Lane Blvd,Kalamazoo,MI,49001,96800,3,1.5,1940,4312,1925,96,4,42.2724574,-85.5673553
2/4/2021,920 Palmer Ave,Kalamazoo,MI,49001,90000,2,1,768,6534,1950,71,33,42.2697759,-85.568951
10/21/2020,719 Whites Rd,Kalamazoo,MI,49008,141000,4,1.5,1390,11761,1946,75,139,42.260246,-85.5928088
11/9/2020,433 Pierce Ave,Kalamazoo,MI,49001,114000,3,1,923,6752,1927,94,120,42.2545189,-85.5885024
12/8/2020,2320 Hazel Ave,Kalamazoo,MI,49008,72000,1,1,440,9450,1931,90,91,42.2544785,-85.6180903
12/21/2020,308 Garfield Ave,Kalamazoo,MI,49001,105000,2,1,648,6970,1946,75,78,42.2558438,-85.5861334
12/14/2020,723 Parker Ave,Kalamazoo,MI,49008,167000,3,2,1404,10890,1925,96,85,42.2533629,-85.5929426
9/14/2020,1710 Roseland Ave,Kalamazoo,MI,49001,114900,3,1,1620,7275,1950,71,176,42.2656833,-85.5586037
9/14/2020,1916 James St,Kalamazoo,MI,49001,95000,3,2,1440,2614,1925,96,176,42.2726942,-85.5655353
1/29/2021,2748 Cloyster Ct,Kalamazoo,MI,49008,380000,4,2.5,3395,21344,1961,60,39,42.2638463,-85.6026759
2/3/2021,2140 Waite Ave,Kalamazoo,MI,49008,310000,4,2.5,2932,8581,1933,88,34,42.2704804,-85.6102982
2/3/2021,3220 Madison St,Kalamazoo,MI,49008,92900,2,1,667,6098,1937,84,34,42.2592587,-85.6234718
2/5/2021,1936 Hazel Ave,Kalamazoo,MI,49008,247000,4,2,1742,13939,1951,70,32,42.2543382,-85.6118368
2/12/2021,1431 W Maple St,Kalamazoo,MI,49008,260000,4,3,2885,5140,1920,101,25,42.2722755,-85.6044901
12/11/2020,4158 Lakeside Dr,Kalamazoo,MI,49008,625000,5,4.5,5600,30492,1995,26,88,42.2489123,-85.6047346
12/4/2020,2233 Logan Ave,Kalamazoo,MI,49008,160000,3,1.5,1660,13000,1932,89,95,42.2585186,-85.6171665
11/24/2020,2212 Amherst Ave,Kalamazoo,MI,49008,160000,2,1,1527,7492,1967,54,105,42.2578667,-85.6162026
12/7/2020,2205 Sycamore Ln,Kalamazoo,MI,49008,301000,5,2,2426,31276,1958,63,92,42.2690175,-85.6300524
#N/A,2133 Treehaven Dr,Kalamazoo,MI,49008,270000,3,2,2216,23958,NA,#VALUE!,NA,42.2702655,-85.6245702
1/22/2021,403 Garfield Ave,Kalamazoo,MI,49001,82000,2,1,616,6970,1932,89,46,42.2554184,-85.5873973
2/10/2021,3614 Knox St,Kalamazoo,MI,49008,118000,2,1,809,6098,1951,70,27,42.2568709,-85.627208
12/1/2020,2825 Duke St,Kalamazoo,MI,49008,203777,4,1.5,1942,12197,1930,91,98,42.2625937,-85.5942464
2/19/2021,715 Edgemoor Ave,Kalamazoo,MI,49008,405000,5,4,3611,10019,1915,106,18,42.2649662,-85.5929317
